Principal;Assunto;Fim;Situação;Prioridade;Categoria;Anexos;Data de Criação;Data de modificação;Concluído(a);Lembrete;Float;Notas;Frequência;Lista de Origem;Exibir nos Compromissos;Caminho;Referencia1;Descrição;Curso1;Curso2;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Codigo;Dez;
;Liquidez Corrente;;;;Indicadores de Endividamento;;27/08/2024 19:17;30/08/2024 10:14;;;Não;;0;Analise;Não;\;Liquidez Corrente;LIQUIDEZ CORRENTE;\Financeiro\Cursos e Livros\Curso de Indicadores\curso indicadores 1\23-COMO ANALISAR A LIQUIDEZ CORRENTE DE UMA EMPRESA   CURSO ANÁLISE FUNDAMENTALISTA DE AÇÕES   AULA 22.mp4;\Financeiro\Cursos e Livros\Curso de Indicadores\curso de indicadores 2\16 TUDO SOBRE ANÁLISE FUNDAMENTALISTA - #AULA 16 - INDICADORES DE ENDIVIDAMENTO.webm;;;;;;;;;;;;;;
